3.997379779815673828e+00,0.000000000000000000e+00,2.605374753475189209e-01,3.451436758041381836e+00,4.069425201416015625e+01
3.072918415069580078e+00,0.000000000000000000e+00,4.515907168388366699e-01,1.582306385040283203e+00,5.671617889404296875e+01
3.181004524230957031e-01,0.000000000000000000e+00,1.992384672164916992e+00,3.206412076950073242e+00,2.430991363525390625e+02
1.987424254417419434e+00,1.000000000000000000e+00,1.450291156768798828e+00,2.250787496566772461e+00,1.757602691650390625e+02
2.932003974914550781e+00,1.000000000000000000e+00,1.604831665754318237e-01,2.298356771469116211e+00,2.530414581298828125e+01
9.198716878890991211e-01,1.000000000000000000e+00,8.728761225938796997e-02,2.533358812332153320e+00,1.746787643432617188e+01
2.398267269134521484e+00,0.000000000000000000e+00,1.789080537855625153e-02,2.687770605087280273e+00,3.800822973251342773e+00
2.162822723388671875e+00,0.000000000000000000e+00,2.096468210220336914e+00,2.119593143463134766e+00,2.595779724121093750e+02
2.006437063217163086e+00,1.000000000000000000e+00,1.692531943321228027e+00,2.913615942001342773e+00,2.038554077148437500e+02
1.738099694252014160e+00,1.000000000000000000e+00,8.394870758056640625e-01,2.606980800628662109e+00,1.041294403076171875e+02
2.649539232254028320e+00,1.000000000000000000e+00,1.106365323066711426e+00,3.561455249786376953e+00,1.381699829101562500e+02
3.804556131362915039e+00,0.000000000000000000e+00,1.306492090225219727e-01,2.179103136062622070e+00,2.296645545959472656e+01
5.524014830589294434e-01,0.000000000000000000e+00,4.425919055938720703e-01,4.327535629272460938e+00,5.339854049682617188e+01
3.542411088943481445e+00,1.000000000000000000e+00,8.818974494934082031e-01,1.761136651039123535e+00,1.110602340698242188e+02
2.342945098876953125e+00,0.000000000000000000e+00,2.124495744705200195e+00,1.641587972640991211e+00,2.623995666503906250e+02
2.667706489562988281e+00,0.000000000000000000e+00,3.100337088108062744e-01,3.629613876342773438e+00,4.133294296264648438e+01
2.950966954231262207e-01,0.000000000000000000e+00,7.121999859809875488e-01,3.709901571273803711e+00,9.304843902587890625e+01
2.202705383300781250e+00,0.000000000000000000e+00,6.159651875495910645e-01,2.313019752502441406e+00,7.877812194824218750e+01
4.226805686950683594e+00,1.000000000000000000e+00,2.247352004051208496e-01,2.492636442184448242e+00,3.135590362548828125e+01
3.802926838397979736e-01,1.000000000000000000e+00,1.459509968757629395e+00,2.299973249435424805e+00,1.793930969238281250e+02
9.665924310684204102e-01,1.000000000000000000e+00,7.672635912895202637e-01,8.897767066955566406e-01,9.873831939697265625e+01
6.150584220886230469e-01,0.000000000000000000e+00,2.022523880004882812e-01,2.789498269557952881e-01,3.205426025390625000e+01
2.399105310440063477e+00,1.000000000000000000e+00,1.025862336158752441e+00,1.815937042236328125e+00,1.303485412597656250e+02
5.577451229095458984e+00,0.000000000000000000e+00,7.284898757934570312e-01,3.696689844131469727e+00,9.311521911621093750e+01
3.685536861419677734e+00,0.000000000000000000e+00,8.576467633247375488e-02,2.626521110534667969e+00,1.737401580810546875e+01
4.508933544158935547e+00,0.000000000000000000e+00,1.204194307327270508e+00,7.314891219139099121e-01,1.515700225830078125e+02
2.148723840713500977e+00,1.000000000000000000e+00,4.625746011734008789e-01,2.920895814895629883e+00,6.333215713500976562e+01
4.096994400024414062e+00,1.000000000000000000e+00,1.069507598876953125e+00,2.289195775985717773e+00,1.381652679443359375e+02
1.593127965927124023e+00,0.000000000000000000e+00,8.390258550643920898e-01,2.874176502227783203e+00,1.032301559448242188e+02
2.919806241989135742e+00,0.000000000000000000e+00,4.763216078281402588e-01,1.269734263420104980e+00,6.334059524536132812e+01
1.599024176597595215e+00,1.000000000000000000e+00,1.230145215988159180e+00,1.310852646827697754e+00,1.566240234375000000e+02
1.176036477088928223e+00,1.000000000000000000e+00,1.064272403717041016e+00,3.122031211853027344e+00,1.282954864501953125e+02
2.199062347412109375e+00,0.000000000000000000e+00,7.850277423858642578e-01,2.611513853073120117e+00,1.018777923583984375e+02
1.285786986351013184e+00,0.000000000000000000e+00,1.436305999755859375e+00,1.652141213417053223e+00,1.818696289062500000e+02
3.962709665298461914e+00,1.000000000000000000e+00,3.287283778190612793e-01,1.168044567108154297e+00,4.625308990478515625e+01
2.292519807815551758e+00,1.000000000000000000e+00,6.112374067306518555e-01,2.745632648468017578e+00,8.305618286132812500e+01
2.600315093994140625e+00,0.000000000000000000e+00,1.406103253364562988e+00,3.845210313796997070e+00,1.728508453369140625e+02
1.493551492691040039e+00,1.000000000000000000e+00,7.171934843063354492e-01,3.112651824951171875e+00,9.044874572753906250e+01
3.884708404541015625e+00,0.000000000000000000e+00,2.681437730789184570e-01,6.898706555366516113e-01,4.021162796020507812e+01
9.020457267761230469e-01,1.000000000000000000e+00,1.480383753776550293e+00,1.391297698020935059e+00,1.851671142578125000e+02
2.990347385406494141e+00,0.000000000000000000e+00,1.340697884559631348e+00,4.650873184204101562e+00,1.697926025390625000e+02
1.473692178726196289e+00,1.000000000000000000e+00,6.027419865131378174e-02,1.150745630264282227e+00,1.433488655090332031e+01
5.908499360084533691e-01,0.000000000000000000e+00,2.055516004562377930e+00,2.600702285766601562e+00,2.499201507568359375e+02
1.265994191169738770e+00,1.000000000000000000e+00,1.340101361274719238e-01,3.250308990478515625e+00,1.731805419921875000e+01
7.931132912635803223e-01,1.000000000000000000e+00,6.432200670242309570e-01,8.015200495719909668e-01,8.582652282714843750e+01
1.680953502655029297e+00,1.000000000000000000e+00,6.933989524841308594e-01,3.356452465057373047e+00,9.077121734619140625e+01
1.491289615631103516e+00,0.000000000000000000e+00,7.704630494117736816e-01,2.186474323272705078e+00,9.294007110595703125e+01
2.468254804611206055e+00,1.000000000000000000e+00,3.880695402622222900e-01,2.592701673507690430e+00,4.919894409179687500e+01
2.847728967666625977e+00,0.000000000000000000e+00,3.643320873379707336e-02,1.851075172424316406e+00,1.406952667236328125e+01
1.778869628906250000e+00,0.000000000000000000e+00,1.133512854576110840e+00,1.227677106857299805e+00,1.445574035644531250e+02
1.961141943931579590e+00,1.000000000000000000e+00,3.365821242332458496e-01,2.173339128494262695e+00,4.885775756835937500e+01
2.433641195297241211e+00,0.000000000000000000e+00,8.797875642776489258e-01,9.412086606025695801e-01,1.151950302124023438e+02
1.190181374549865723e+00,0.000000000000000000e+00,1.488403201103210449e+00,1.448122143745422363e+00,1.855735321044921875e+02
3.062240123748779297e+00,1.000000000000000000e+00,8.027777075767517090e-01,1.514411926269531250e+00,1.033225631713867188e+02
3.263337135314941406e+00,0.000000000000000000e+00,3.766161501407623291e-01,3.846278488636016846e-01,5.193478775024414062e+01
2.305371284484863281e+00,0.000000000000000000e+00,1.295567274093627930e+00,1.180006384849548340e+00,1.646770477294921875e+02
5.592055320739746094e+00,0.000000000000000000e+00,2.204209089279174805e+00,1.001974225044250488e+00,2.662634582519531250e+02
3.376188516616821289e+00,0.000000000000000000e+00,9.074304103851318359e-01,7.858669757843017578e-01,1.187907714843750000e+02
1.831591248512268066e+00,0.000000000000000000e+00,5.927630662918090820e-01,2.975097656250000000e+00,7.412301635742187500e+01
1.456729292869567871e+00,1.000000000000000000e+00,7.178551703691482544e-02,7.729472219944000244e-02,1.426955032348632812e+01
1.651726603507995605e+00,1.000000000000000000e+00,6.302646398544311523e-01,3.053539037704467773e+00,7.596092224121093750e+01
1.247406601905822754e+00,1.000000000000000000e+00,4.391438961029052734e-01,1.073912620544433594e+00,6.076243209838867188e+01
3.693177700042724609e+00,0.000000000000000000e+00,6.878014802932739258e-01,2.058900594711303711e+00,9.070814514160156250e+01
9.532849788665771484e-01,1.000000000000000000e+00,1.617694735527038574e+00,2.085441350936889648e+00,1.951069641113281250e+02
1.878316760063171387e+00,0.000000000000000000e+00,3.123823180794715881e-02,2.262111425399780273e+00,8.319208145141601562e+00
1.206055879592895508e+00,1.000000000000000000e+00,5.020099282264709473e-01,1.332798242568969727e+00,6.466945648193359375e+01
3.569274187088012695e+00,1.000000000000000000e+00,1.317762583494186401e-01,2.216033458709716797e+00,2.037895393371582031e+01
1.278340369462966919e-01,0.000000000000000000e+00,1.183480620384216309e+00,3.846323251724243164e+00,1.469232940673828125e+02
1.456251263618469238e+00,0.000000000000000000e+00,1.745470613241195679e-01,1.750033378601074219e+00,2.339162254333496094e+01
1.817141413688659668e+00,0.000000000000000000e+00,7.094058394432067871e-01,3.902337074279785156e+00,8.947467041015625000e+01
2.479034662246704102e+00,0.000000000000000000e+00,6.740992665290832520e-01,1.946121335029602051e+00,8.920773315429687500e+01
2.691354274749755859e+00,1.000000000000000000e+00,1.223320484161376953e+00,1.855818152427673340e+00,1.474229583740234375e+02
1.676315188407897949e+00,0.000000000000000000e+00,3.965759575366973877e-01,1.827424287796020508e+00,5.270431518554687500e+01
3.483608722686767578e+00,0.000000000000000000e+00,1.027996420860290527e+00,1.383525252342224121e+00,1.248850631713867188e+02
2.472130775451660156e+00,0.000000000000000000e+00,4.276115596294403076e-01,1.071403264999389648e+00,5.414614105224609375e+01
5.701476573944091797e+00,0.000000000000000000e+00,7.856924533843994141e-01,1.880294442176818848e+00,9.674160766601562500e+01
2.624822258949279785e-01,1.000000000000000000e+00,6.584582328796386719e-01,2.651594161987304688e+00,8.456291198730468750e+01
2.930901050567626953e+00,0.000000000000000000e+00,2.440457195043563843e-01,2.689959287643432617e+00,3.003933334350585938e+01
4.323011934757232666e-01,0.000000000000000000e+00,1.715618252754211426e+00,3.586791515350341797e+00,2.130803833007812500e+02
8.029868006706237793e-01,1.000000000000000000e+00,4.829294383525848389e-01,2.347949743270874023e+00,5.860663223266601562e+01
4.977626800537109375e+00,1.000000000000000000e+00,1.691070675849914551e+00,1.334087610244750977e+00,2.072298126220703125e+02
4.617221355438232422e+00,1.000000000000000000e+00,5.151306390762329102e-01,1.999646067619323730e+00,7.052395629882812500e+01
7.842782139778137207e-01,0.000000000000000000e+00,4.970659315586090088e-01,3.537305593490600586e+00,6.181747436523437500e+01
1.665839433670043945e+00,0.000000000000000000e+00,9.723790287971496582e-01,1.559834122657775879e+00,1.243572235107421875e+02
1.901228189468383789e+00,1.000000000000000000e+00,1.480200052261352539e+00,2.617586135864257812e+00,1.819118041992187500e+02
1.197568178176879883e+00,0.000000000000000000e+00,5.839693546295166016e-01,3.111059665679931641e+00,7.751740264892578125e+01
1.926754236221313477e+00,1.000000000000000000e+00,1.909618377685546875e+00,2.062914848327636719e+00,2.394824676513671875e+02
2.590011835098266602e+00,1.000000000000000000e+00,8.858813047409057617e-01,1.931697964668273926e+00,1.065094528198242188e+02
2.325897693634033203e+00,0.000000000000000000e+00,4.205164015293121338e-01,2.080519437789916992e+00,6.010671997070312500e+01
9.915906786918640137e-01,0.000000000000000000e+00,9.541602134704589844e-01,7.716730237007141113e-01,1.216601562500000000e+02
3.661562442779541016e+00,1.000000000000000000e+00,8.961834311485290527e-01,2.458914518356323242e+00,1.129802551269531250e+02
2.366816043853759766e+00,0.000000000000000000e+00,6.888853311538696289e-01,1.930153727531433105e+00,8.313147735595703125e+01
1.907131910324096680e+00,1.000000000000000000e+00,1.448409408330917358e-01,8.951956033706665039e-02,2.230475997924804688e+01
8.691605329513549805e-01,0.000000000000000000e+00,1.002936720848083496e+00,2.187163352966308594e+00,1.290504150390625000e+02
3.067938566207885742e+00,1.000000000000000000e+00,1.367810249328613281e+00,3.993456065654754639e-01,1.664187927246093750e+02
3.377403736114501953e+00,0.000000000000000000e+00,1.970750540494918823e-01,2.384612083435058594e+00,2.370984077453613281e+01
1.276860237121582031e+00,1.000000000000000000e+00,1.244301676750183105e+00,2.395025014877319336e+00,1.516549835205078125e+02
2.134381532669067383e+00,0.000000000000000000e+00,4.160318151116371155e-02,2.314365386962890625e+00,1.313474845886230469e+01
3.240497827529907227e+00,0.000000000000000000e+00,1.003551602363586426e+00,1.904084205627441406e+00,1.250273437500000000e+02
9.317681789398193359e-01,1.000000000000000000e+00,1.613523721694946289e+00,9.436942934989929199e-01,1.966882629394531250e+02
2.176213502883911133e+00,1.000000000000000000e+00,8.735479116439819336e-01,1.369605898857116699e+00,1.055923538208007812e+02
8.611853122711181641e-01,1.000000000000000000e+00,1.377234578132629395e+00,1.747215747833251953e+00,1.676184387207031250e+02
6.156361103057861328e-01,0.000000000000000000e+00,1.639079928398132324e+00,1.433449506759643555e+00,1.996799468994140625e+02
2.704627037048339844e+00,1.000000000000000000e+00,9.628750681877136230e-01,2.080496788024902344e+00,1.201692504882812500e+02
1.783449888229370117e+00,0.000000000000000000e+00,1.760293722152709961e+00,1.855887055397033691e+00,2.156483764648437500e+02
1.399792432785034180e+00,1.000000000000000000e+00,5.034926533699035645e-02,2.257676124572753906e+00,1.503993034362792969e+01
1.556024193763732910e+00,0.000000000000000000e+00,9.594140648841857910e-01,2.165408134460449219e+00,1.210727386474609375e+02
3.272312879562377930e+00,0.000000000000000000e+00,1.087480038404464722e-01,2.911744117736816406e+00,1.368845176696777344e+01
3.060245752334594727e+00,1.000000000000000000e+00,4.788503423333168030e-02,1.565445542335510254e+00,1.137202167510986328e+01
8.190966248512268066e-01,1.000000000000000000e+00,2.394886463880538940e-01,1.925490975379943848e+00,3.405304718017578125e+01
2.439411163330078125e+00,0.000000000000000000e+00,8.008679747581481934e-01,2.415556430816650391e+00,1.052159652709960938e+02
1.293789148330688477e+00,0.000000000000000000e+00,9.620083570480346680e-01,1.242028698325157166e-01,1.239159164428710938e+02
5.606488227844238281e+00,0.000000000000000000e+00,2.067296743392944336e+00,1.811692595481872559e+00,2.549017028808593750e+02
8.909648656845092773e-01,0.000000000000000000e+00,6.969766616821289062e-01,4.641318321228027344e+00,9.118218231201171875e+01
1.530756831169128418e+00,1.000000000000000000e+00,2.519230842590332031e-01,2.403585910797119141e+00,3.915100479125976562e+01
1.476677179336547852e+00,0.000000000000000000e+00,6.160826683044433594e-01,1.748819351196289062e+00,7.408509063720703125e+01
1.341460704803466797e+00,0.000000000000000000e+00,7.772680521011352539e-01,1.871066808700561523e+00,9.545841217041015625e+01
2.211656332015991211e+00,0.000000000000000000e+00,7.953113913536071777e-01,6.158869266510009766e-01,9.818380737304687500e+01
2.409574031829833984e+00,0.000000000000000000e+00,1.548009872436523438e+00,8.646160364151000977e-01,1.881383972167968750e+02
4.278561174869537354e-01,1.000000000000000000e+00,5.421269536018371582e-01,1.695803761482238770e+00,6.850625610351562500e+01
1.140329957008361816e+00,1.000000000000000000e+00,4.875604063272476196e-02,1.392097592353820801e+00,6.723009109497070312e+00
1.932868175208568573e-02,1.000000000000000000e+00,9.099833965301513672e-01,9.196382761001586914e-01,1.115118560791015625e+02
3.854307889938354492e+00,0.000000000000000000e+00,4.349666237831115723e-01,3.571825742721557617e+00,5.713151931762695312e+01
5.697987556457519531e+00,0.000000000000000000e+00,8.936071395874023438e-01,1.593905925750732422e+00,1.106583633422851562e+02
4.074848175048828125e+00,1.000000000000000000e+00,1.215859968215227127e-02,3.088365554809570312e+00,7.122847557067871094e+00
2.519349575042724609e+00,1.000000000000000000e+00,4.513331949710845947e-01,3.023316383361816406e+00,6.311207580566406250e+01
3.533774137496948242e+00,1.000000000000000000e+00,1.458013415336608887e+00,9.796311706304550171e-02,1.782105255126953125e+02
2.250215291976928711e+00,0.000000000000000000e+00,9.487959146499633789e-01,2.905687808990478516e+00,1.156708297729492188e+02
4.485074996948242188e+00,0.000000000000000000e+00,2.000381797552108765e-01,1.485382437705993652e+00,3.391291809082031250e+01
3.001834392547607422e+00,0.000000000000000000e+00,4.771478008478879929e-03,2.896467208862304688e+00,3.253037452697753906e+00
1.655080080032348633e+00,0.000000000000000000e+00,1.321202635765075684e+00,2.620164871215820312e+00,1.606692199707031250e+02
3.056732118129730225e-01,0.000000000000000000e+00,4.652225971221923828e-01,3.726013422012329102e+00,6.138511276245117188e+01
1.040056109428405762e+00,0.000000000000000000e+00,8.123238682746887207e-01,2.883697509765625000e+00,1.022516403198242188e+02
2.470745801925659180e+00,1.000000000000000000e+00,6.334265470504760742e-01,1.548657655715942383e+00,8.404212188720703125e+01
1.612460315227508545e-01,0.000000000000000000e+00,8.329424858093261719e-01,2.725085020065307617e+00,1.042253494262695312e+02
1.667310237884521484e+00,0.000000000000000000e+00,1.513822913169860840e+00,2.247797489166259766e+00,1.848469543457031250e+02
4.009889602661132812e+00,1.000000000000000000e+00,9.087679982185363770e-01,1.320991635322570801e+00,1.111466827392578125e+02
2.043964624404907227e+00,0.000000000000000000e+00,1.295919537544250488e+00,3.049348354339599609e+00,1.627412719726562500e+02
4.978078842163085938e+00,1.000000000000000000e+00,4.094203114509582520e-01,3.289561033248901367e+00,5.883856582641601562e+01
4.170748233795166016e+00,1.000000000000000000e+00,1.888924837112426758e-01,2.885187625885009766e+00,2.748063087463378906e+01
1.568555831909179688e+00,1.000000000000000000e+00,2.871688306331634521e-01,3.978767395019531250e+00,4.051175308227539062e+01
